row,column_idx,truth_value,llm_value,mismatch_value,llm_category
81,2,scrna-seq,rna-seq,1,6
81,4,splenocytes and lymph nodes,lymphocytes,6,6
82,4,prostate,no,1,6
82,5,myc-cap cells,myc-cap,2,2
83,4,prostate,no,1,6
83,5,myc-cap cells,myc-cap,2,2
84,4,prostate,no,1,6
85,4,prostate,no,1,6
85,5,tramp-c3,tramp-c2,1,6
86,4,prostate,no,1,6
86,5,myc-cap cells,myc-cap,2,2
87,4,prostate,no,1,6
87,5,myc-cap cells,myc-cap,2,2
88,4,prostate,no,1,6
88,5,myc-cap cells,myc-cap,2,2
89,4,prostate,no,1,6
89,5,myc-cap cells,myc-cap,2,2
90,4,prostate,no,1,6
91,4,prostate,no,1,6
92,4,lung,no,1,6
92,5,kp cells,kp lung tumor cells,2,2
93,4,lung,no,1,6
93,5,kp cells,kp lung tumor cells,2,2
94,3,mus musculus; synthetic construct,mus musculus,5,5
94,4,subcutaneously injected allograft tumor,no,3,6
94,5,,no,6,6
95,3,mus musculus; synthetic construct,mus musculus,5,5
95,4,subcutaneously injected allograft tumor,lung,3,6
95,5,,no,6,6
96,4,prostate,no,1,6
96,5,lncap/ar,lncap/ar cells,1,2
97,4,prostate,no,4,6
98,2,shrna-seq,shrna screen,1,2
98,3,synthetic construct; homo sapiens and murine mouse model,homo sapiens,5,3
98,4,prostate,no,1,6
98,5,lncap/ar cells utilized to induce tumor in scid mice,lncap/ar,3,2
99,2,shrna-seq,shrna screen,1,2
99,3,synthetic construct; homo sapiens and murine mouse model,homo sapiens,5,3
99,4,prostate ,no,1,6
99,5,lncap/ar cells utilized to induce tumor in scid mice,lncap/ar,3,2
100,4,prostate,no,4,6
100,5,no. primary mouse prostate organoid culture,no,3,2
101,4,prostate,primary mouse prostate organoid culture,4,4
101,5,no. primary mouse prostate organoid culture,no,3,2
104,4,prostate,no,1,6
104,5,no/ xenograft,pc3,6,6
105,4,prostate,no,4,6
106,4,primary mouse prostate organoid culture,no,1,6
107,4,primary mouse prostate organoid culture,no,1,6
110,5,d458 cells,d458,2,2
111,5,d425 cells,d425,2,2
112,2,crispr-seq,crispr screen,1,6
112,5,molm13 cells,molm13,2,2
113,2,crispr-seq,crispr screen,1,6
113,5,molm13 cells,molm13,2,2
114,5,molm13 cells,molm13,2,2
115,2,crispr-seq,crispr screen,1,6
115,5,molm13 cells,molm13,2,2
116,2,ribo-seq,ribosome profiling,1,2
117,2,ribo-seq,ribosome profiling,1,2
118,4,tumor infiltrating lymphocyte,blood,1,6
119,4,tumor infiltrating lymphocyte,blood,1,6
120,4,tumor infiltrating lymphocyte,blood,1,6
121,4,tumor infiltrating lymphocyte,blood,1,6
126,4,breast carcinoma,no,3,6
127,4,breast carcinoma,breast,3,3
128,4,blood/plasma cell,no,6,6
129,4,multiple myeloma,bone marrow,6,6
136,4,lung,lung tumor,4,3
136,5,no,kld,1,6
137,4,lung,lung tumor,4,3
137,5,no,b6al10-4,6,6
140,2,crispr-seq,crispr screen,1,2
140,5,molm13 cells,molm13,2,2
141,2,crispr-seq,crispr screen,1,2
146,5,no,cebpa/csf3r leukemia cells,6,6
147,5,no,cebpa/csf3r leukemia cells,6,6
148,4,lung,no,6,6
148,5,kp cells,no,1,6
149,4,lung,no,1,6
149,5,h2009 cells,h2009,2,2
150,4,prostate,no,6,6
150,5,lncap-ai (androgen independent),lncap-ai,2,2
151,4,prostate,no,6,6
151,5,du145 cells,du145,2,2
154,4,prostate,no,1,6
154,5,pc3 cells,pc3,2,2
155,4,prostate,no,1,6
155,5,pc3 cells,pc3,2,2
156,4,prostate,no,4,6
157,4,prostate,no,4,6
158,4,skin,brain,1,6
158,5,m3 cell line derived mouse allograft,m3 cell line-derived allograft,6,2
159,4,skin,brain,1,6
159,5,m3 cell line derived mouse allograft,m3 cell line-derived allograft,3,2
165,5,no,yummer1.7 h2b-egfp,1,6
166,4,ovary,no,4,6
166,5,ocvar3 cells,ovcar3,2,2
167,4,ovary,no,4,6
167,5,ocvar3 cells,ovcar3,2,2
172,4,breast,breast tumor,4,4
173,4,breast,breast tumor,4,4
174,4,lymph nodes,draining ln,4,2
175,4,lymph nodes,lymph node,1,2
177,4,prostate,no,4,6
177,5,lncap,lncap-rb1/tp53 double knockout,4,4
179,4,large intestine,no,6,6
180,4,prostate,no,4,6
181,4,prostate,no,4,6
182,4,bone marrow aspirates,bone marrow,3,3
183,4,bone marrow aspirates,bone marrow,3,3
184,2,plumage,merip-seq,6,6
184,4,kidney,no,1,6
184,5,hek293 t,hek293t,2,2
185,2,plumage,merip-seq,6,6
185,4,kidney,no,1,6
185,5,hek293 t,hek293t,2,2
186,4,esophagus,adjacent normal esophageal tissue,4,4
187,4,esophagus,esophageal squamouse carcinoma,4,4
188,4,esophagus,esophageal squamouse carcinoma,4,4
190,2,cite-seq,sctcr-seq,6,6
191,2,cite-seq,sctcr-seq,6,6
192,4,umbilical vein endothelium,blood,6,6
193,4,umbilical vein endothelium,blood,6,6
194,4,unclear,brain,6,6
195,4,unclear,brain,6,6
196,4,esophagus,immortalized normal esophageal epithelium,4,4
196,5,het-1a,no,1,6
197,4,esophagus,esophageal squamous carcinoma,4,4
197,5,ec-109,no,6,6
198,4,umbilical vein endothelium,blood,6,6
199,4,umbilical vein endothelium,blood,6,6
202,4,mouth/ oral cavity,tumor,6,3
202,5,moc1,no,6,6
203,4,mouth/ oral cavity,tumor,6,3
203,5,moc1,no,6,6
210,4,sub cutaneous tumors (xenograft),brain,6,6
211,4,sub cutaneous tumors (xenograft),brain,6,6
214,4,breast,breast tumor,4,4
215,4,breast,breast tumor,4,4
216,2,"scbcr-seq
          ",sctcr-seq,6,6
216,4,ovary,ovarian tumor,4,3
217,2,"scbcr-seq
          ",scrna-seq,6,6
217,4,ovary,ovarian tumor,4,3
221,2,crispr-seq,crispr screen,1,6
222,2,crispr-seq,crispr screen,1,6
223,2,crispr-seq,crispr screen,1,6
223,5,oci-aml2 cells,oci-aml2,2,2
224,2,crispr-seq,crispr screen,1,6
224,5,oci-aml2 cells,oci-aml2,2,2
225,4,lung,no,4,6
225,5,hci- h69,nci-h69,3,6
226,4,lung,no,4,6
227,2,microarray,dna methylation,1,6
228,2,microarray,dna methylation,1,6
229,2,clint-seq  (mrna sequencing via crosslinker regulated intracellular phenotype),sctcr-seq,6,6
230,2,clint-seq  (mrna sequencing via crosslinker regulated intracellular phenotype),sctcr-seq,6,6
230,5,jurkat e6.1,no,1,6
233,4,pancreas,no,4,6
234,4,pancreas,no,4,6
235,2,scrna-seq,5k-rna-seq,1,6
235,4,lung,no,4,6
236,4,lung,no,4,6
243,4,prostate,no,1,6
247,4,soft tissue/ bone,no,6,6
247,5,no,sts tumor cells,1,6
248,4,soft tissue/ bone,no,4,6
249,4,soft tissue/ bone,immune-enriched cells,6,6
250,4,soft tissue/ bone,lung,6,6
253,4,breast,no,1,6
254,4,breast,no,1,6
256,4,stomach,no,4,6
257,4,intestine,colon,4,2
258,4,intestine,small intestine,4,3
259,4,intestine,no,4,6
260,4,intestine,no,4,6
261,4,prostate,no,1,6
262,4,prostate,no,1,6
265,4,prostate,no,1,6
266,4,prostate,no,1,6
267,4,prostate,no,1,6
268,4,prostate,no,1,6
269,4,prostate,no,1,6
270,4,prostate,no,1,6
271,2,rna-seq/ plumage,rna-seq,5,5
275,4,lymph nodes,patient derived xenograft,6,6
275,5,no,mcl96069,6,6
276,4,lymph nodes,patient derived xenograft,6,6
276,5,no,mcl96069,6,6
277,4,prostate,prostate epithelial cell line,4,4
278,4,prostate,prostate epithelial cell line,4,4
279,2,bisulfite-seq/ methyl-capture,methyl capture,5,2
279,4,prostate,no,4,6
280,2,bisulfite-seq/ methyl-capture,methyl capture,5,2
280,4,prostate,no,4,6
281,4,prostate,no,4,6
282,4,prostate,no,4,6
283,5,pdx derived from lucap series 23 cells,no,6,6
284,5,pdx derived from lucap series 23 cells,no,6,6
287,4,intestine,intestinal tissue,2,2
288,4,intestine,intestinal tissue,2,2
289,2,crispr-seq,crispr screen,1,6
290,2,crispr-seq,crispr screen,1,6
292,5,387,glioblastoma stem cell line 387,2,4
299,4,prostate,no,1,6
300,4,prostate,no,1,6
301,4,prostate xenograft,pca xenograft,3,2
301,5,primary xenograft cwr22,cwr22,3,3
302,4,prostate xenograft,xenograft,3,3
302,5,primary xenograft cwr22,cwr22,3,3
303,4,prostate xenograft,cwr22 xenograft,3,2
303,5,primary xenograft cwr22,no,3,6
304,4,prostate xenograft,cwr22 xenograft,3,2
304,5,primary xenograft cwr22,no,3,6
305,4,peripheral nervous system,no,4,6
305,5,suz12 isogenic m3 mpnst cells,m3 mpnst cells,3,3
306,4,peripheral nervous system,no,4,6
306,5,suz12 isogenic m3 mpnst cells,m3 mpnst cells,3,3
307,4,peripheral nervous system,no,4,6
307,5,suz12 isogenic m3 mpnst cells,m3 mpnst cells,3,3
308,4,peripheral nervous system,no,4,6
308,5,suz12 isogenic m3 mpnst cells,m3 mpnst cells,3,3
309,2,bisulfite-seq,methyl-seq,1,2
309,4,peripheral nervous system,no,4,6
309,5,suz12 isogenic m3 mpnst cells,m3 mpnst cells,3,3
310,2,bisulfite-seq,methyl-seq,1,2
310,4,peripheral nervous system,no,4,6
310,5,suz12 isogenic m3 mpnst cells,m3 mpnst cells,3,3
311,4,lung,primary lung tumor,4,2
313,4,prostate,no,1,6
313,5,lncap-c42 (ar therapy resistant),lncap-c42,3,2
314,4,prostate,no,1,6
314,5,lncap-c42 (ar therapy resistant),lncap-c42,3,2
315,4,prostate,no,1,6
315,5,lncap-c42 (ar therapy resistant),lncap-c42,3,2
316,4,prostate,no,1,6
316,5,lncap-c42 (ar therapy resistant),lncap,3,2
317,4,blood/ spleen,blood,5,5
318,4,breast,no,1,6
319,4,prostate,no,1,6
320,4,skin,no,1,6
320,5,waga cells,waga,2,2
321,4,skin,no,1,6
321,5,waga cells,waga,2,2
322,4,skin,no,1,6
323,4,skin,no,1,6
324,4,skin,no,1,6
325,4,skin,no,1,6
326,4,prostate,liver,4,6
328,4,pancreas,pancrease,4,2
329,4,pancreas,pancrease,4,2
330,2,rna-seq; scrna-seq; atac-seq; cut&tag; cut&run,chip-seq,6,6
330,5,kasumi-1 cells,kasumi-1,2,2
331,2,rna-seq; scrna-seq; atac-seq; cut&tag; cut&run,rna-seq,5,5
331,5,no,14-00613,6,6
334,4,prostate,no,1,6
335,4,prostate,no,1,6
337,4,colon/ large intestine,colon,5,2
338,4,colon/ large intestine,colon,5,2
339,4,colon/ large intestine,colon,5,2
345,2,rna-seq;,rna-seq,2,2
346,2,cut&tag,cutting-edge sequencing,1,6
346,5,kasumi-1 cells,kasumi-1,2,2
347,2,cut&tag,cutting-edge sequencing,1,2
347,4,blood,no,1,6
347,5,kasumi-1 cells,kasumi-1,2,2
348,4,bladder xenograft,bladder,4,3
348,5,no,t24,6,6
349,4,bladder xenograft,bladder,3,3
349,5,no,t24,6,6
350,4,lung,no,1,6
351,4,lung,no,1,6
354,4,ovary,ovarian tumor,4,3
355,2,scrna-seq; scatac-seq,scrna-seq,5,5
355,4,ovary,ovarian tumor,4,3
356,2,rna-seq,nanopore rna-seq,1,6
356,4,prostate/ bone metastasis,no,5,6
356,5,pc3e (pc3 cells sorted for e-cadherin-positive cells ),pc3e,1,2
357,2,rna-seq,nanopore rna-seq,1,6
360,5,no/ induced pluripotent cells,no,5,6
361,4,blood,no,1,6
361,5,no/ induced pluripotent cells,dl1-human-hipsc-dc,5,6
364,4,prostate xenograft,prostate,4,3
365,4,prostate xenograft,prostate,4,3
368,2,cite-seq,sctcr-seq,6,6
369,2,cite-seq,sctcr-seq,6,6
370,4,ovary,ovarian tumor,4,3
371,4,ovary,ovarian tumor,4,3
374,4,prostate,no,4,6
375,4,prostate,no,4,6
376,4,prostate,no,1,6
376,5,msk-pca3,mskpca3,6,2
377,4,prostate,no,1,6
380,4,lung,no,1,6
381,4,lung,no,1,6
382,4,prostate,no,1,6
383,4,prostate,no,1,6
384,4,prostate,no,1,6
384,5,mskpca3,pca3,1,2
385,4,prostate,no,1,6
385,5,mskpca3,pca3,1,2
386,4,prostate,no,4,6
387,4,prostate,no,4,6
392,2,microarray,nanostring,1,2
392,4,bladder,bladder tumor,4,4
393,2,microarray,nanostring,1,2
393,4,bladder,bladder tumor,4,4
395,2,microarray,nanostring,1,2
396,4,spleen,no,6,6
397,4,spleen,no,3,6
400,4,blood,no,6,6
401,4,blood,no,6,6
402,2,microarray,ncounter,1,6
403,2,microarray,ncounter,1,6
404,5,mouse lung squamous cell carcinoma cell line,p2d_h3k27ac,2,6
405,5,mouse lung squamous cell carcinoma cell line,no,2,6
408,4,breast,no,1,6
409,4,breast,no,1,6
410,5,no,lucap 78,6,6
411,5,no,lucap 77,6,6
412,4,breast,no,1,6
413,4,breast,no,1,6
414,4,pancrease,pancreatic cancer,4,4
415,4,pancrease,pancreatic cancer,4,4
416,4,human glioblastoma pdx models,brain,3,3
417,4,human glioblastoma pdx models,brain,3,3
418,2,tcr-seq,sctcr-seq,1,6
419,2,cite-seq,sctcr-seq,6,6
421,4,subcutaneous tumor tissue (flank),tumor,3,3
422,4,subcutaneous tumor tissue (flank),brain,3,6
423,2,cite-seq,scrna-seq,6,6
424,2,cite-seq,scrna-seq,6,6
425,4,extrahepatic cholangiocarcinoma,blood,6,6
426,4,intrahepatic cholangiocarcinoma,blood,6,6
434,4,prostate,brain,1,6
435,4,subcutaneous tumor,s.c. tumor,2,2
436,4,subcutaneous tumor,s.c. tumor,2,2
439,4,blood / bone marrow,blood,5,5
440,4,blood / bone marrow,no,5,6
441,4,breast,no,1,6
442,4,breast,no,1,6
443,4,breast,no,1,6
444,4,breast,no,1,6
447,4,breast,no,1,6
448,4,breast,no,1,6
453,4,breast,breast cancer,1,4
454,4,breast,no,4,6
459,4,bone marrow,blood,6,6
460,4,bone marrow,blood,1,6
461,4,colon,no,1,6
462,4,lung,no,1,6
465,2,crispr-cas9 sgrna screen,crispr screen,3,2
466,2,crispr-seq,crispr screen,1,6
467,4,breast,no,4,6
468,4,breast,breast cancer cells,4,4
469,4,skin,blood,1,6
469,5,mel167,no,1,6
470,4,skin,blood,1,6
470,5,mel167,no,1,6
471,4,skin,blood,1,6
471,5,mel167,no,1,6
472,4,skin,blood,1,6
472,5,mel167,no,1,6
475,4,peritoneal fluid,blood,6,6
476,4,peritoneal fluid,blood,6,6
477,4,prostate,no,1,6
478,4,prostate,no,4,6
478,5,lncap-n-myc,lncap,1,4
479,2,microarray,methylation,1,6
480,2,microarray,methylation,1,6
481,4,bone marrow,blood,1,6
482,4,bone marrow,blood,1,6
483,5,pymt,no,6,6
484,5,pymt,no,6,6
485,2,cite-seq,sctcr-seq,6,6
486,2,cite-seq,sctcr-seq,6,6
487,4,breast,no,1,6
488,4,breast,no,1,6
489,4,colon cancer organoids,colon,1,3
490,4,colon cancer organoids,colon,1,3
491,4,in vivo tumor-derived akp organoid,no,1,6
492,4,in vivo tumor-derived akp organoid,no,1,6
493,4,colon tumor,colon,3,3
494,4,colon tumor,colon,3,3
495,4,colon cancer organoids,colon,1,3
496,4,colon cancer organoids,colon,1,3
497,4,prostate ,no,1,6
498,4,prostate ,no,4,6
499,4,kidney,renal cell carcinoma,4,4
501,4,kidney,renal cell carcinoma,4,4
502,4,kidney,renal cell carcinoma,4,4
505,4,tubular adenoma,colon,3,3
506,4,tubular adenoma,colon,3,3
511,4,tongue epithelium,no,6,6
512,4,tongue epithelium,no,6,6
523,4,breast,no,1,6
523,5,primary mouse mammary fibroblasts ,primary mouse mammary fibroblasts line,2,2
524,4,breast,no,1,6
524,5,primary mouse mammary fibroblasts,primary mouse mammary fibroblasts line,2,2
525,4,breast,mammary fat pad,4,6
526,4,breast,mammary fat pad,4,6
527,4,breast,no,1,6
528,4,breast,no,1,6
533,4,skin,brain,6,6
534,4,skin,solid tumor,6,3
535,4,skin,solid tumor,6,3
536,2, crispr screen,crispr screen,6,2
536,5,trametinib resistant molm13,molm13,3,3
538,2,cut&run,cut and run,1,2
538,4,prostate,no,1,6
539,2,cut&run,cut and run,1,2
539,4,prostate,no,1,6
542,4,bone marrow,primary dendritic cells,6,6
543,4,bone marrow,blood,6,6
544,4,bone marrow,no,6,6
545,4,bone marrow,no,6,6
546,4,pancreas,pancreatic tumor,4,4
547,4,pancreas,pancreatic tumor,4,4
548,4,tumor,brain,1,3
549,4,tumor,brain,1,3
550,4,in vitro–differentiated cd8⁺ t cells from hpscs,blood,6,6
550,5,"esi017 tko8 eso hpsc (rag1/rag2/b2m triple knockout, tcr-transduced)",no,6,6
551,4,in vitro–differentiated cd8⁺ t cells from hpscs,blood,6,6
551,5,esi017 wt hpsc,no,6,6
552,4,lung,no,1,6
553,4,lung,no,1,6
570,4,bone marrow,multiple myeloma,1,6
570,5,jjn-3,jjn3,2,2
571,5,jjn-3,jjn3,2,2
574,4,skin,tumor,1,3
576,4,embryo,no,4,6
577,4,embryo,no,4,6
580,4,colon cancer organoids,colon,1,3
581,4,colon cancer,colon,1,3
584,4,bone marrow,no,1,6
585,4,bone marrow,no,1,6
586,4,bone marrow,no,1,6
587,4,bone marrow,no,1,6
588,4,bone marrow,no,1,6
589,4,bone marrow,no,1,6
591,4,periaortic lymph node met,lymph node,6,3
591,5,rpm rr112,no,6,6
595,4,bone marrow,blood,1,6
596,4,lung,no,1,6
597,4,bone marrow,no,1,6
598,4,lung,no,1,6
599,4,bone marrow,no,1,6
600,4,lung,no,1,6
605,4,prostate,brain,6,6
606,4,prostate,brain,6,6
607,4,prostate,no,1,6
608,4,prostate,no,1,6
609,2,wes,whole exome sequencing,1,2
610,2,wes,whole exome sequencing,1,2
611,4,tongue,no,6,6
612,4,tongue,no,3,6
613,4,head and neck,brain,3,6
614,4,head and neck,brain,3,6
615,2,rna-seq,scrna-seq,6,6
617,4,kidney,no,1,6
618,4,kidney,no,1,6
619,4,kidney,no,1,6
620,4,kidney,no,1,6
621,4,kidney,no,1,6
622,4,kidney,no,1,6
623,4,kidney,no,1,6
624,4,kidney,no,1,6
625,4,kidney,no,1,6
626,4,kidney,no,1,6
627,4,kidney,no,1,6
628,4, ,no,6,6
629,4,prostate,prostate tumor,4,4
630,4,prostate,prostate tumor,4,4
631,4,prostate,brain,1,6
632,4,prostate,brain,1,6
632,5,no,myc-cap,1,6
633,4,prostate organoid,prostate,4,3
634,4,prostate organoid,prostate,4,3
635,4,prostate organoid,prostate,1,3
636,4,prostate organoid,prostate,1,3
637,4,bone marrow,blood,1,6
639,4,prostate,no,4,6
640,4,prostate,no,4,6
643,4,prostate,no,1,6
644,4,prostate,no,1,6
649,2,rna-seq,scrna-seq,6,6
650,2,rna-seq,scrna-seq,6,6
650,4,ileum,colon,1,6
651,4,lymph node ,lymph node metastasis,4,4
656,4,ovarian cancer,ovarian tumor,2,2
657,2,crispr screen,crispr-seq,6,2
657,4,soft tissue,synovial sarcoma,4,4
658,2,crispr screen,crispr-seq,6,2
658,4,soft tissue,synovial sarcoma,4,4
659,4,soft tissue,synovial sarcoma,4,4
660,4,soft tissue,synovial sarcoma,4,4
661,4,soft tissue,synovial sarcoma,4,4
662,4,soft tissue,synovial sarcoma,4,4
663,4,soft tissue,synovial sarcoma,4,4
664,4,soft tissue,no,4,6
667,4,tongue epithelium,no,1,6
667,5,n1_4172,n4172,1,2
668,4,tongue epithelium,no,1,6
668,5,n6_4172,n4172,6,2
669,2,cut&tag,cut&tag-seq,2,2
669,4,tongue epithelium,tongue,1,3
669,5,ey,no,6,6
670,2,cut&tag,cut&tag-seq,2,2
670,4,tongue epithelium,tongue,1,3
670,5,ey,no,6,6
671,4,tongue epithelium,tongue,1,3
671,5,eyh2_4028,no,6,6
672,4,tongue epithelium,tongue,4,3
672,5,n2_4172,n4172,6,2
673,4,tongue?,tongue epithelium,4,4
675,4,tongue epithelium,tongue,1,3
676,4,tongue epithelium,tongue,1,3
677,4,pancreas,pancrease,4,2
678,4,pancreas,pancrease,4,2
679,4,ovary,no,1,6
680,4,breast,no,1,6
684,2,scrna-seq,scmultiome,6,6
687,4,lung,lung adenocarcinoma,4,4
688,4,lung,lung adenocarcinoma,4,4
693,2,crispr-seq,genomic dna-seq,1,6
693,4,kidney,no,4,6
694,2,crispr-seq,genomic dna-seq,1,6
694,4,kidney,no,4,6
697,4,whole blood,blood,1,2
698,4,whole blood,blood,1,2
699,4,prostate,no,1,6
700,4,prostate,no,1,6
701,4,gastrointestinal tract,no,4,6
702,4,gastrointestinal tract,no,4,6
703,4,skin,no,1,6
704,4,skin,no,1,6
705,4,skin,no,1,6
706,4,skin,no,1,6
707,4,skin,no,1,6
708,4,skin,no,1,6
709,4,prostate,no,4,6
710,4,prostate,no,4,6
711,4,prostate,no,4,6
712,4,prostate,no,4,6
713,4,prostate,no,4,6
714,4,prostate,no,4,6
715,4,prostate,no,1,6
716,4,prostate,no,1,6
717,4,prostate,no,4,6
718,4,prostate,no,4,6
719,4,prostate,no,1,6
720,4,prostate,no,1,6
725,2,qrt-pcr array,microarray,3,6
725,5,tramp-c2,no,6,6
726,2,qrt-pcr array,microarray,3,6
726,5,tramp-c2,no,6,6
727,4,lung,no,4,6
728,4,lung,no,4,6
729,4,lung,no,4,6
730,4,lung,no,4,6
732,4,lung,no,1,6
735,4,prostate,no,4,6
736,4,prostate,no,4,6
